title,authors,tags,series,series_index,comments,identifiers,languages,library_name,#language_code,#world,#subtitle,#subjects,#clasificacion,#info,#libreria,#confianza_ia,#motivo_ia,#serie_ia,#serie_ia_index
"The Hidden","K. A. Applegate","Ambientacion · Espacial/Space opera, Dinamica · Grupo variopinto/Ragtag, Subgenero · Romance alienigena/Sci-fi","Animorphs","39.0","The Yeerks have discovered and repaired a damaged Helmacron ship. They know of its morph-seeking capabilities, and they plan to use the ship to capture the ""Andalite bandits."" And to find Elfangor's blue cube. The one that gave the kids the ability to morph.  Cassie and the other Animorphs are in a pretty bad situation. They can't leave the cube in one place, they can't morph without being discovered, and they have to keep moving. It looks like this may be a battle the Visser can't lose...","goodreads:36146987,isbn:9781338217704,amazon:B074PY75PY,grvotes:2650","eng","LCienciaFiccion","eng","","","English.Science Fiction.Space Opera, Themes.Aliens, Themes.Ragtag Team","Subgenero · Poder alienigena, Subgenero · Supervivencia, Ambientacion · Espacial/Space opera","","Ciencia Ficción","100","Serie de ciencia ficción sobre invasión alienígena y metamorfosis animal.","Animorphs","1.0"
"The Other","K. A. Applegate","Ambientacion · Espacial/Space opera, Dinamica · Grupo variopinto/Ragtag, Subgenero · Romance alienigena/Sci-fi","Animorphs","40.0","Ax and the Animorphs have always believed Ax was the only non-infested Andalite on Earth. That he alone survived the terrible battle between his people and the Yeerks.  Until now.  There were other survivors. Other Andalites. And they're here on Earth. Trying to keep a low profile. Trying to find a way to defeat Visser Three. Trying -- like Ax and the Animorphs -- to stay alive until help finally comes.  If help finally comes...","isbn:9781338217711,amazon:B074PWWH5T,grvotes:2662,goodreads:36148637","eng","LCienciaFiccion","eng","","","English.Science Fiction.Space Opera, Themes.Aliens, Themes.Ragtag Team","Ambientacion · Espacial/Space opera, Arquetipo · Realeza, Subgenero · Supervivencia, Subgenero · Thriller legal","","Ciencia Ficción","100","Serie de ciencia ficción juvenil con invasión alienígena y capacidad de transformación animal mediante tecnología alienígena.","Animorphs","1.0"
"The Familiar","K. A. Applegate","Ambientacion · Espacial/Space opera, Dinamica · Grupo variopinto/Ragtag, Subgenero · Romance alienigena/Sci-fi","Animorphs","41.0","Jake is just a normal kid. Well, as normal as possible considering he can morph animals, and he's in a war against parasitic aliens. But as unbelievable as it sounds, something even stranger has happened. One morning Jake wakes up, and he's twenty-five years old.  Okay. Maybe it's a nightmare. Or maybe Jake's just lost it for a while and misplaced a few years. And there's another problem. The world Jake-the-kid went to sleep in has changed. It's ruled by the Yeerks. Jake has to find out if the other Animorphs are still around. Still somehow fighting. Or if he's really on his own...","grvotes:2679,goodreads:36148651,isbn:9781338217728,amazon:B074PXWRH4","eng","LCienciaFiccion","eng","","","English.Science Fiction.Space Opera, Themes.Aliens, Themes.Ragtag Team","Subgenero · Poder alienigena, Subgenero · Supervivencia","","Ciencia Ficción","100","Serie de ciencia ficción sobre invasión alienígena y metamorfosis animal.","Animorphs","1.0"
"The Journey","K. A. Applegate","Ambientacion · Espacial/Space opera, Dinamica · Grupo variopinto/Ragtag, Subgenero · Romance alienigena/Sci-fi","Animorphs","42.0","Sometimes your worst problems are the ones you can't actually see. Like the Helmacrons. These less-than-an-inch-high aliens are back, and they want the morphing cube more than ever. Obviously Rachel and the other Animorphs can't let them take the cube. But when Rachel tries to stop the Helmacrons from stealing it, Marco gets in the way and ends up with tiny aliens, well, up his nose.  Rachel and the others can't let the Helmacrons stay inside Marco's head. They're armed, and could cause serious damage. So the Animorphs come up with a plan to evict the Helamcrons from their new residence. But it involves a shrinking ray and the obvious: Marco's nose...","amazon:B074PX7R3V,goodreads:36148641,grvotes:2558,isbn:9781338217735","eng","LCienciaFiccion","eng","","","English.Science Fiction.Space Opera, Themes.Aliens, Themes.Ragtag Team","Ambientacion · Espacial/Space opera, Arquetipo · Realeza, Subgenero · Supervivencia, Subgenero · Thriller legal","","Ciencia Ficción","100","Serie de ciencia ficción juvenil con invasión alienígena y capacidad de transformación animal mediante tecnología alienígena.","Animorphs","1.0"
"The Test","K. A. Applegate","Ambientacion · Espacial/Space opera, Dinamica · Grupo variopinto/Ragtag, Subgenero · Romance alienigena/Sci-fi","Animorphs","43.0","Tobias and the other Animorphs have seen things so bizarre that no sane person would believe their story. No one would believe that aliens have taken over the Earth, and are in the process of infesting as many humans as possible. No one could believe the battles and missions and losses these six kids have had to deal with. And it's not over yet.  Tobias has been captured by the same human-Controller that nearly tortured him to death once before. She claims that now she's a part of the Yeerk peace movement. That she just needs a favor. Tobias isn't sure what to believe, but he knows that if the Animorphs don't find him soon, what he believes won't matter anymore...","grvotes:2584,goodreads:36148642,isbn:9781338217759,amazon:B074PXCWB6","eng","LCienciaFiccion","eng","","","English.Science Fiction.Space Opera, Themes.Aliens, Themes.Ragtag Team","Ambientacion · Espacial/Space opera, Arquetipo · Realeza, Subgenero · Supervivencia, Subgenero · Thriller legal","","Ciencia Ficción","100","Serie de ciencia ficción juvenil con invasión alienígena y capacidad de transformación animal mediante tecnología alienígena.","Animorphs","1.0"
"The Unexpected","K. A. Applegate & Katherine Applegate","Ambientacion · Espacial/Space opera, Dinamica · Grupo variopinto/Ragtag, Subgenero · Romance alienigena/Sci-fi","Animorphs","44.0","The Animorphs have been split up before. And they've had to fight battles without one another. But this time is very different. Not only is Cassie totally alone, she's managed to find herself in Australia. In the rural Outback. The other Animorphs don't even know she's there.Cassie doesn't have any idea where she's going, or if she can even survive the rugged terrain. But she does know she has to get to a town or village and contact her family and friends. Because she just realized that there's someone else who is also new to the Outback. Visser Three.","isbn:9781338217766,goodreads:35999278,amazon:B074PWPZNH,grvotes:2510","eng","LCienciaFiccion","eng","","","English.Science Fiction.Space Opera, Themes.Aliens, Themes.Ragtag Team","Subgenero · Young adult/Juvenil","","Ciencia Ficción","100","Cassie varada en Australia con Visser Three cerca.","Animorphs","1.0"
"Kings","David Beers & Michael Anderle","Ambientacion · Espacial/Space opera, Arquetipo · Heroe reticente, Dinamica · Grupo variopinto/Ragtag, Subgenero · Aventura/Quest, Themes.Fate / Destiny, Tono · Profecia/Elegido","War Machine","1.0","An alien race decides humanity’s fate:   
Eradication.   
They didn’t count on someone rising to challenge their decree.   
Constantine had forsaken his family name and birthright. At 28-years old, he’d escaped Earth to help terraform Mars.   
An empire’s heir went missing just as the universe’s greatest threat announces itself.   
War Games will decide who represents humanity in this extinction level struggle. Constantine is summoned.   
With little training but abundant talent, can Constantine win these games?   
If he does, will he be a force in the coming war?   
Or is it already too late for humanity?   
Let the games begin.
","amazon:B09R272DWJ,mobi-asin:B09R272DWJ,isbn:9798885411387,goodreads:61236332","eng","LCienciaFiccion","eng","","","English.Science Fiction.Space Opera, Themes.Reluctant Hero, Themes.Chosen One, Themes.Quest, Themes.Ragtag Team, Themes.Fate / Destiny","Subgenero · Distopia/Apocaliptico","","Ciencia Ficción","95","Sinopsis de guerra interestelar, terraformación y juegos de guerra. Sin romance central.","",""
"Apocalypse Hell","A. J. Allan","Dinamica · Grupo variopinto/Ragtag, Subgenero · Distopia/Apocaliptico, Subgenero · Romance alienigena/Sci-fi","Apocalypse Squad","2.0","The only path to victory is by heading straight to hell.  Thanks to a valiant effort from Apocalypse Squad, we survived the first onslaught of the aliens. We lost most of humanity, but for now, we’ve endured.  But they are coming again. And we desperately need intel to beat them.  Unfortunately, there’s only one ship near Earth which has all the necessary intel on the aliens. And it’s on the battleship they captured, the Churchill.  We must seize our ship and its data. We have no choice.  For if we do not, we are certain to fall.","asin:B072BX918L,amazon:B072BX918L,grvotes:2,goodreads:35159185","eng","LCienciaFiccion","eng","","","","Subgenero · Belica/Guerra, Subgenero · Supervivencia","","Ciencia Ficción","100","Continuación de la invasión alienígena.","Apocalypse Squad","1.0"
"Apocalypse Frontier","A. J. Allan","Dinamica · Grupo variopinto/Ragtag, Subgenero · Distopia/Apocaliptico, Subgenero · Romance alienigena/Sci-fi, Themes.Colonial / New Worlds Fiction","Apocalypse Squad","1.0","We won our first interstellar war. And now it will cost us our existence.  The year is 2100. Five years ago, after millions of deaths and the annihilation of entire countries, we finally defeated our first alien enemy.  We celebrated. We reaped the spoils of victory. We thought the 22nd century would mark our conquest of space.  But we were wrong.  A new threat has dispatched its most vicious warriors to Earth. They come for revenge and to destroy us.  Matt Lopez has never experienced the hell of war. The United Galactic Military he serves in has no idea the enemy is coming. But the young soldier in Apocalypse Squad and the rest of us must rise upon the arrival of this new danger.  Or we will die.","grvotes:6,amazon:B06ZYFSWW7,goodreads:34868926,mobi-asin:c78020ee-33a9-44ae-9494-01d5a53a797b","eng","LCienciaFiccion","eng","","","","Subgenero · Belica/Guerra, Subgenero · Distopia/Apocaliptico","","Ciencia Ficción","100","Guerra interestelar contra alienígenas.","Apocalypse Squad","1.0"
"Eisenhorn Omnibus","Dan Abnett","Ambientacion · Espacial/Space opera, Arquetipo · Heroe reticente, Themes.Daemons, Themes.Hero’s Journey, Tono · Morally grey/Antiheroe, Tono · Traicion","","1.0","Inquisitor Eisenhorn is one on the most senior members of the Imperial Inquisition. With his warband he scourges the galaxy in order to root out heresy. When that heresy is found to infiltrate the hierarchy of the Imperium and the Inquisition itself, he must rely on himself alone to deal with it - even if it means making deals with the enemy. All three books of the Eisenhorn trilogy along with two short stories and Eisenhorn's case book and compendium are included in one big volume","goodreads:752461,grvotes:9914,amazon:B0082OTJCQ,isbn:9781844161560","eng","LCienciaFiccion","eng","","","Science fiction, Warhammer 40K","Subgenero · Espionaje/Espias","","Ciencia Ficción","100","Space opera de inquisición galáctica.","Eisenhorn","1.0"
"Jade Prophet","Sam Abraham","Dinamica · Grupo variopinto/Ragtag, Genero · Ciencia ficcion, Paranormal · Magia, Subgenero · Distopia/Apocaliptico, Themes.Mythology, Tono · Profecia/Elegido","","1.0","Gangs vie for control of Shanghai, with its space trade and hybrid humans. Beyond the city, in a barren waste known as the Ghost Lands, a new energy technology has been invented in secret. Carried in the cells of a woman torn from her family, this innovation has the power to save the empire.  When the woman sees religious visions, she declares herself a prophet and incites the countryside to erupt in violent rebellion. But even as she plays the dangerous game of creating a cult, she learns the true extent of her genetic modification and becomes convinced of her divine right to conquer the land. And when her new religion spins out of control, she must choose whether to regain her family or sacrifice everything as a savior to her people.  War, faith and the evolution of humanity infuse this scifi myth set in the rich tapestry of 22nd-Century China. Jade Prophet as technology increasingly achieves what once might have been declared miraculous, what does this mean about our need for God? Explore a new frontier where science meets our indelible quest for spiritual illumination in this epic drama of past and future.","amazon:B07N5D3RH9,grvotes:2,mobi-asin:B07N5D3RH9,goodreads:43790066","eng","LCienciaFiccion","eng","","","","Subgenero · Distopia/Apocaliptico, Subgenero · Poder alienigena","","Ciencia Ficción","90","Futuro tecnológico con modificación genética, sin magia.","",""
